Number;Speaker;Start time;End time;Duration;Text
113;Speaker 1;00:53:50.920;00:55:21.110;00:01:30.190;"So lining those is very time consuming because we use that platform. Set up questioning a platform doesn't take a moment. Pilot testing doesn't take moments. It's internally review. Collecting data really doesn't take like I said, one to two days, then the videos are ready to watch and then the coding and analyzing the coding, not saying difficult or not pinpoint, but just by standing the point of view as a product owner or the researcher, you need to make sure people are coding it without putting themselves in a scenario. Because coding can be very subjective. Like how I code into positive might be different. People might think that's a negative, right, right. So it's a very blurred line and coding need to be aligned and then analyzing the coding at the end you have all the scripts putting together. You find a common area and give a definition. Some people might feel stronger towards certain word and some people might feel less stronger to certain word and the conclusion. Normally in general setting it's not difficult to come agree but in certain part people could be arguing about. I think the overall study contributes to the hypothesis and some people might think it's not very significant because our keywords wasn't mentioned."
114;Speaker 1;00:55:21.230;00:55:26.660;00:00:05.430;"So yeah, it's research method. I think it's not a team collaboration thing."
115;Speaker 3;00:55:26.860;00:56:10.870;00:00:44.010;"I see. Thank you. Then let's move on to third exercise. In this exercise you can think about like tools I use on each stage and let us know what do you think are the pros and cons of the tools that you use? For example, you mentioned the userstudy.com and you can tell us cons of that website. And also maybe you can talk about the tools they use for qualitative coding and analyzing the coding. And if you guys take another strategy other than using the tool to come up with more better insights."
116;Speaker 1;00:56:12.030;00:56:51.420;00:00:39.390;"Can you show us how to use the tool to generate insights from your data? Let me think. Give me a moment. Okay. Maybe this would be very helpful. So you wanted me to copy this over, right?"
117;Speaker 3;00:56:51.870;00:56:52.620;00:00:00.750;"Yes."
118;Speaker 1;00:56:53.130;00:56:58.930;00:00:05.800;"And then copy it over. And then for Egypt set up a goal."
119;Speaker 3;00:56:59.730;00:57:22.680;00:00:22.950;"Yeah. Maybe you can also copy this post it box and think about to answer these questions. But you don't have to go over all the stages. I think it would be beneficial if we can focus on like injusting insights part like generating insights and analyzing code."
120;Speaker 1;00:57:24.870;00:57:33.340;00:00:08.470;"Finish coding modified code efficient for each step or for the coding step."
121;Speaker 3;00:57:34.510;00:57:48.590;00:00:14.080;"Maybe we can focus on the coding step and after the coding when you come up with ideas and grouping ideas or making a theme general theme."
122;Speaker 1;00:57:52.550;00:58:36.730;00:00:44.180;"Okay. Why is still helping you to achieve a goal compared to other easy to code and why our elimination time and other strategies to achieve the goal? Yeah. Increase reliability which is. I agree, increase reliability and concrete."
123;Speaker 3;00:58:44.650;00:59:20.130;00:00:35.480;"Thank you. Actually we have part three left and it's been like already an hour. So I think it would take maybe around ten minutes to finish this whole exercise. Do you mind if we conduct this interview for ten more minutes? Okay. Thank you. Did you just attach an example of that software?"
124;Speaker 1;00:59:20.300;00:59:20.740;00:00:00.440;"Yeah."
125;Speaker 3;00:59:20.820;01:00:41.120;00:01:20.300;"That's how they are. Okay, let's move on to part three in this stage. Based on the diagram that you made at the part two, can you think about because of the time limit? Let's go to page 18. Okay. So from the previous diagram there was a part when you have to code and come up with ideas. And from this exercise, our previous participant made more detailed process how you ingest insights. For example, you can make affinity diagram and if you have collaborator you can ask opinion to your colleagues and if you're not, you can just come up with ideas alone. And then if you have to go back to the previous page and iterate until you find some more interesting insights. Do you agree with this process? And if you think your process is bit different than this, you can make a new diagram accordingly. So you can make this detailed diagram on the next page. Okay."
126;Speaker 1;01:00:52.230;01:01:07.510;00:00:15.280;"Yeah, that's pretty much the step. I don't see a big difference in such a process. I just started with the people cooperate, talk to them, align the idea and make these design priorities. And then."
127;Speaker 3;01:01:07.620;01:01:55.700;00:00:48.080;"Yeah, I see. Okay, then we can you can go to page 20. So in this exercise, we can think about effect of collaborators. Do you think other people's feedback is important when coming up with ideas from this qualitative data? And what do you think is the most important strategy you need to take to induce insights? And can you give us an example of when you're using those strategies to come up with better insights? And also, do you think there are some things that hinders you from indicating insights from qualitative data?"
128;Speaker 1;01:01:58.230;01:02:22.060;00:00:23.830;"Okay, so yes, other people feedback are very important because everyone has a narrow mind. When they come in into a blog, you have to see how other people seem to make it better. What do you think is most what do you mean by insights inside?"
129;Speaker 3;01:02:22.450;01:02:44.140;00:00:21.690;"Yeah. Ideas based on qualitative data. It can be something maybe you learn how to understand your user, or maybe it helps you to find some solution to the problem. The type of insights that you can get from qualitative data."
130;Speaker 1;01:02:44.710;01:03:25.060;00:00:40.350;"Yes, people are natural share beans like me. I like using user interface. I'm sharing with you guys. And I'm sure you guys would check on it and might potentially be utilizing it. So, yes, other people's idea and concept contribute to maybe you have a question. You've been struggling for a long time and you just take that one interview to provide you an easy step to make it, to provide a solution. So, yeah, it's very important. And it's important that when other people are sharing, they're sharing valuable information to help you to identify other opportunities rather than the answer you already have."
131;Speaker 3;01:03:25.630;01:04:13.960;00:00:48.330;"I see. Okay, then let's move on to page 22. So let's imagine there is a human assistant that you can utilize so you can ask the human assistance to whatever task you want to ask. And what task do you want to give to the human assistant to maximize the efficiency of finding insights and also improve the quality of it. And this human assistant can be friends, colleague, family, or crowdsourced worker. To whom do you want to ask help. And also please use this smiley face to indicate, like, where you want to get some support."
132;Speaker 1;01:04:18.890;01:05:21.830;00:01:02.940;"I think the first step preferably discussion analysis. Yes. Or iteration. Well, I'll put in decisions since I'm more like linear. It's like do throughout the process to align understanding level of the same project so you can act on the research in the same way or a similar way. I wouldn't ask a friend, well, maybe a colleague or crowdsourcing workers. I would ask friends and families because their assistant is from like, they might know you and they have a bias. Working with people doesn't know you that well. They come from their background and their perspective. They might be bringing on some really valuable, challenging questions that you oversight."
133;Speaker 3;01:05:22.210;01:05:22.650;00:00:00.440;"Right."
134;Speaker 1;01:05:22.710;01:05:55.240;00:00:32.530;"I want to eliminate. People can easily agree with each other and for improved the quality of the insights because they're from different background, they might be difficult to align my setup first, but once you align, you would contribute the best to the end of quality rather than just have a linear like mindset. Everyone agree. I know you that type of thing."
135;Speaker 3;01:05:57.130;01:06:25.600;00:00:28.470;"I see. I think it's interesting that you mentioned process the worker because many of the previous participants mentioned that they feel reluctant to ask the opinion of crowdsource worker because they were afraid of rebuilding the company secret. So in your case, like doesn't make you not worry about rebuilding some potential secrets of your project."
136;Speaker 1;01:06:26.290;01:06:35.390;00:00:09.100;"If this is in a company scenario, then they must assign HR contract. You just sign an NDA contract and that's on them if they reveal that secret."
137;Speaker 3;01:06:36.910;01:06:45.170;00:00:08.260;"So in case when cross sign NDA contract, then you think it's okay to ask."
138;Speaker 1;01:06:45.340;01:06:56.060;00:00:10.720;"Yeah. Hr and the legal Department handling that. I don't think at this step should be designers concern, researchers concern. If they already get paid, then they should assign a contract."
139;Speaker 3;01:06:56.210;01:08:43.319;00:01:47.109;"I see. That's a good point. Yeah. Okay. Thank you. Let's move on to the last exercise. So if you go to page 24, it's the same process. But instead of human assistant, you can imagine there are some AI technology you can use to increase the quality and quantity of insight derived from qualitative data. And on the next page, we put some examples what AI can do. For example, if you go to page 26, maybe AI can generate some text and act like a chatbot. Or maybe it can analyze sentiment of users and like provide if the user feedback is negative or positive to the researcher, and maybe it can summarize the long text into a few sentences. Or it can extract topic from documents. So researchers don't have to go through all the documents to find out what the topic is. Or maybe it can classify where this document belongs to. And if you go to the next page, we also provided some example of data visualization that you can get from this AI analysis. And on the page 28 is also an example, there's a text on the side, and from the right side you can see how the topic flows over time."
140;Speaker 3;01:08:44.069;01:09:12.670;00:00:28.600;"And from page 29, you can see how often the certain words are mentioned in the document and also where in this map those different topics are located. So based on these resources, you can think about how you want to utilize this technology in this diagram that you made. Well, the diagram that we provided."
141;Speaker 1;01:09:13.950;01:10:19.510;00:01:05.560;"Okay, yeah, I kind of agree. I don't have additional to that. The thing is, we're talking about the accurate algorithm to this interaction. So the first step is how do you contribute the trust between knowing okay, it's accurate and knows what I'm talking about because sometimes first of all people might have accent the coding translated from video to the word could be missing or misspelled. And the second is what I'm saying. Like they cannot read the subcontact. I might be seeing something, but subcontact is leaning towards the direction. So that needs to take the researcher to have the human factor. But they can review the word and give all the diagram to help researchers to save time while doing a coding. So it's more on the process rather than creative or conclude."
142;Speaker 3;01:10:19.700;01:10:20.690;00:00:00.990;"Oh, I see."
143;Speaker 1;01:10:20.740;01:10:23.740;00:00:03.000;"Yeah, I agree. I think they can even do memory work now."
144;Speaker 3;01:10:25.630;01:10:34.790;00:00:09.160;"I see. How do you think you can use AI on the stage when you're making affinity diagram."
145;Speaker 1;01:10:51.770;01:11:06.320;00:00:14.550;"With Atlas AI? You set up the code in relationship and they organize it for you. So like basically do the work time consuming tasks rather than but the initial part needs to come from the researcher."
146;Speaker 3;01:11:06.470;01:11:22.510;00:00:16.040;"I see. And when you put this Miley face on the memo, is it about summarizing the document for the researcher or what type of memory do you think AI can do for the researcher?"
147;Speaker 1;01:11:22.690;01:11:39.720;00:00:17.030;"Organize like organizing if you have notes, if you have all the data. So it's almost like Twitter. If you hit on the hashtag, it takes you to all the hashtag organized comments, I see."
148;Speaker 3;01:11:42.430;01:11:54.790;00:00:12.360;"How about the part when you put the smiley face on the conduct analysis alone, is it making the coding process more efficient? Yeah."
149;Speaker 1;01:11:54.830;01:12:20.570;00:00:25.740;"For example, for my own research and interview, I'd like to see how many words were mentioned the most among all the interviewers. And of course we have to distract like a and I also some keywords was mentioned very frequently among all of them. And you identify that word with a program, you don't go through the script."
150;Speaker 3;01:12:22.330;01:12:33.100;00:00:10.770;"Then. Do you also calculate these key words from the software that you're currently used? Do you like manually count them?"
151;Speaker 1;01:12:33.970;01:12:43.960;00:00:09.990;"There's another website, there's another website. Import all the script and they will identify all the words in the number mentioning and you just take that result."
152;Speaker 3;01:12:44.770;01:12:48.880;00:00:04.110;"Can you share your website that you use for that?"
153;Speaker 1;01:12:51.830;01:12:58.620;00:00:06.790;"Oh my God. I'm not on my work computer. I can share with you after the interview?"
154;Speaker 3;01:12:58.770;01:13:12.810;00:00:14.040;"Sure, no problem. Yeah. Like sorry, it went over like 1 hour. I think this is the end of our interview and we really appreciate for your participation."
155;Speaker 1;01:13:13.250;01:13:20.120;00:00:06.870;"No problem. I think I find the site. I'm going to make it under the. Let me make it right here."
156;Speaker 3;01:13:21.170;01:13:21.750;00:00:00.580;"Sure."
157;Speaker 1;01:13:21.860;01:13:25.940;00:00:04.080;"Yeah. This one word counter that I see."
158;Speaker 2;01:13:26.930;01:13:34.900;00:00:07.970;"And also I can share each other's emails and maybe you guys, I can share more information after it is."
159;Speaker 1;01:13:35.040;01:13:35.720;00:00:00.680;"Yeah."
160;Speaker 3;01:13:36.170;01:13:43.340;00:00:07.170;"Thank you. We're going to send you a gift card right after we end the interview. I'm not."
161;Speaker 1;01:13:43.360;01:13:45.020;00:00:01.660;"Don't worry about it. I don't even care."
162;Speaker 2;01:13:46.430;01:13:47.060;00:00:00.630;"No user."
163;Speaker 3;01:13:47.090;01:13:51.450;00:00:04.360;"You guys, thank you so much."
164;Speaker 1;01:13:51.620;01:13:54.220;00:00:02.600;"Yeah, no problem. Thank you. Good luck. To your study."
165;Speaker 3;01:13:54.420;01:13:55.340;00:00:00.920;"Thank you."
166;Speaker 1;01:13:55.850;01:13:57.150;00:00:01.300;"Nice to meet you. Bye."
167;Speaker 3;01:13:57.260;01:14:00.670;00:00:03.410;"Nice to meet you. Bye."
